0	0	A	A	10
0	0	E	E	10
0	0	I	I	10
0	0	O	O	10
0	0	U	U	10
0	0	B	B	10
0	0	C	C	10
0	0	D	D	10
0	0	F	F	10
0	0	G	G	10
0	0	H	H	10
0	0	J	J	10
0	0	K	K	10
0	0	L	L	10
0	0	M	M	10
0	0	N	N	10
0	0	P	P	10
0	0	Q	Q	10
0	0	R	R	10
0	0	S	S	10
0	0	T	T	10
0	0	V	V	10
0	0	W	W	10
0	0	X	X	10
0	0	Y	Y	10
0	0	Z	Z	10
0	0	0	0	10
0	1	eps	eps	0
1
0	2	A	A	1
0	2	E	E	1
0	2	I	I	1
0	2	O	O	1
0	2	U	U	1
2	3	H	eps	0
3	0	B	B	0
3	0	C	C	0
3	0	D	D	0
3	0	F	F	0
3	0	G	G	0
3	0	H	H	0
3	0	J	J	0
3	0	K	K	0
3	0	L	L	0
3	0	M	M	0
3	0	N	N	0
3	0	P	P	0
3	0	Q	Q	0
3	0	R	R	0
3	0	S	S	0
3	0	T	T	0
3	0	V	V	0
3	0	W	W	0
3	0	X	X	0
3	0	Y	Y	0
3	0	Z	Z	0
3	1	eps	eps	0
0	2	C	eps	1
2	0	K	K	0
0	5	P	F	1
5	0	H	eps	0
0	0	Q	K	1
0	2	S	X	1
2	0	H	H	0
2	4	I	I	0
4	0	O	O	0
4	0	A	A	0
